PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|COUNTY|STATE|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY
RN|72425286|CT007621|AN4341|ACT|1200|73|Martin|Office|328||01929||Great potential in an excellent location! This space was built for a former photography studio but could be converted to other businesses such as attorneys or accountants. Includes 2 good size rooms plus bathroom, one of the rooms could be used for a large reception area and the other for private office.|4|11/18/2018 4:53:00 PM|0|Essex|MA|A|2|0|1|0||1|9999999|450|1f;0h|N||||
RN|72425912|C2309864|C95245|ACT|1800|0|Twn Farm Rd WINTER 1/1-5/30/19|1|328|10V|01929||WINTER RENTAL furnished with laundry, Includes lawn maintenance trash pickup, driveway plowing   Conomo Point..immaculate, adorable, comfortable 2 bedroom furnished winter rental  open floor plan...with river views. . Short distance to Clammers Beach. Beautiful western sky..|12|11/20/2018 5:16:00 PM|126971|Essex|MA|A|4|2|1|0|N|4|19000|1000|1f;0h|N||Y|N|N
RN|72422926|C0002019|C95187|ACT|2000|13|Eagle Hill Rd.|single fam.|329|GNK|01938||Popular Eagle Hill Area. ( ***Available for January 1st occupancy. There are scheduled renovations, interior viewings start December11th. )      Fantastic location for small boating-water sport enthusiasts, and fabulous sunsets. One level living w/ two bedrooms and a loft. The heat is bottled propane, baseboard electric, and ...there is a wood stove in the spacious living room. Landlord prefers non smoking tenants and no pets. The basement is partial, it is not for storage use. There is a spacious deck with wonderful views of the river, the marsh, the fishermen and recreational boating. Bring your camera and painting supplies, you'll be amazed!|7|11/12/2018 2:11:00 PM|554701061|Essex|MA|A|5|2|1|0|N|2|4225|880|1f;0h|N||Y|N|N
RN|72434503|C8002934|C95171|ACT|2000|5|Spring St|1|329||01938||Showings to begin on 12/26/2018 with appointment.  Townhouse rental in a totally remodeled Duplex home.  Home began as an antique and has been architecturally redesigned as a duplex about 15 years ago.  Excellent Ipswich location near Ipswich River, Town launching area.  Easy access to all Town amenities such as Library, Post Office, Banks, Houses of Worship, MBTA.  Central In Town location. Available as of 12/26/2018.  5 room townhouse offers Living room, fully applianced Kitchen, washer/dryer first level, and half bath.  Second level features bedroom with dual closets and bedroom with cathedral ceiling and skylights and full bath.  Third level has an attic bonus room with cathedral ceiling and skylights.  There is private basement access from the interior and exterior.  All separate utilities.|12|12/22/2018 11:21:00 AM|4095|Essex|MA|D|5|2|1|1|N|2|11330|1084|1f;1h|N||N||N
RN|72438362|CN214092|AC1087|NEW|1595|20-22|Lafayette Rd|3|329||01938||Stunningly renovated 1+ bedroom PENTHOUSE apartment in downtown Ipswich, a stones throw to train to Boston! Open concept, sleek & modern & totally updated. Brand new stainless-steel appliances with granite counters & bar overlooking living room with door to balcony. Flexibility in living space depending on your needs, open bonus room can be an office, dining room or fill in the blank.  Full bath with combo bath/shower.  Bedroom & has closet and fan.  Storage areas include pantry, large walk in closet and secured storage area in the lower level. Complementary Washers/Dryers provided for each unit in windowed lower level laundry room. Brand new energy efficient Navien tankless water heater/boiler will cut down your utility costs. Assigned off street parking spot (1). Sorry no pets, and no smoking...no exceptions.  Conveniently located in downtown Ipswich, near to shops, banks, restaurants and MBTA to Boston! Crane Beach sticker comes with Ipswich residency!  Call for a showing today!|18|1/8/2019 1:21:00 PM|0|Essex|MA|D|3|1|1|0|N|1|6047|880|1f;0h|N||N||N
RN|72438363|CN214092|AC1087|NEW|1750|20-22|Lafayette Rd|2|329||01938||Be the first to live in this gorgeously renovated 2 bedroom apartment!  Tiled eat-in kitchen with granite counter tops and brand new stainless-steel appliances.  Living room has sleek and modern gray laminate flooring. Two good sized sun filled bedrooms with brand new carpeting, closets and ceiling fans. Full bath with combo bath/shower and In-Unit Washer / Dryer. Two assigned off street parking spaces and a secured storage area in the basement. Brand new energy efficient Navien tankless water heater/boiler will cut down your utility costs.  Sorry no pets, and no smoking...no exceptions.  Conveniently located in downtown Ipswich, near to shops, banks, restaurants and MBTA to Boston! Crane Beach sticker comes with Ipswich residency!  Call for a showing today!|20|1/8/2019 1:21:00 PM|0|Essex|MA|D|4|2|1|0|N|2|6047|1000|1f;0h|N||N||N
RN|72439053|C8001033|C95171|NEW|1625|6|LeBlanc Drive|6|329||01938||Light, bright and airy...this 2 bedroom apartment has generously sized rooms, a fully applianced eat in kitchen, windows and closets galore plus your own laundry in unit.  Private balcony/deck off of living room...built in air conditioning units, off street parking.  Heat, water and sewer included and pet friendly.  Ipswich offers commuter rail to Boston, tons of open space and trails including Appleton Farms, Bradley Palmer State Park, Willowdale Forest....employers like Ebsco and New England Biolabs...a vibrant down town with shops, restaurants....easy access to highways and main road....Castle Hill with summer concerts and, best of all, Crane Beach...residents eligible for parking pass through town hall!|10|1/9/2019 4:35:00 PM|0|Essex|MA|D|5|2|1|0|N|2|0.83|1000|1f;0h|N||N||N
RN|72428625|C8001033|C95171|ACT|3050|6|Walnut Drive|0|341||01969||NEW CONSTRUCTION...be the first to occupy this snug, well built, ENERGY EFFICIENT home tucked away at the end of a dead end street. Over 2600 sq ft of living area plus BONUS heated living area in the lower level ideal for numerous uses such as home office, play room or teen hang out space! All the amenities - 2 car garage, beautiful YARD, plenty of room for everybody with a master suite plus 2 more beds up (all with walk-in closets), bonus 'nook' upstairs ideal as den, home office or hobby space, gas fireplace living room. Patio off HUGE eat-in kitchen. Well designed with great flow. Owner has another new construction single family rental available in Rowley, inquire for details. Conveniently situated close to Bradford Tavern, downtown Rowley with library/post office/pharmacy, shopping/supermarket, Rt 1, Rt 95 & MBTA for an easy commute to Boston or areas north. Rowley is known for it's open, rural character w/rivers, salt marsh, farmlands, antiques, Todd Farm & a charming downtown.|16|11/30/2018 5:13:00 PM|66046|Essex|MA|A|8|3|3|1|Y|2|0.45|2623|3f;1h|N||N||
RN|72430834|C0001926|C91600|ACT|1500|383|Main St.|A|341||01969||Completely redone 2 bedroom apartment. New windows, flooring, bathroom and deck. 930+/- sq. ft. Big living room, eat in kitchen, two spacious bedrooms and full bath. Second floor. Two car parking. 2 minute drive or 10 min walk to Commuter rail station. Laundry hook up in unit. Separate utilities not included (electric, water, gas).   Minutes to Newburyport, Ipswich, highways and beaches. First, last and security deposit. No pets. No smokers.|11|12/7/2018 10:48:00 AM|0|Essex|MA|D|4|2|1|0|N|2|35650|930|1f;0h|N||||N
RN|72418383|C8001394|AC2095|ACT|2400|13|Plum Island Blvd|A|342|PLU|01951||This Year Round Rental is main part of the house, the top 2 floors. It has a bright open-plan with a unique wood stove and cathedral ceilings in the living room, will have new floors and new stairway. There is a fully applianced kitchen with new granite bar and gas stove. One Bedroom on the main floor w/ full bath. Washer/ dryer. Two bedrooms w/ water view deck on the 2nd floor. Spacious double lot has front and back yards, plenty of space for gardens. There's off-street parking spots.  Close to all Plum Island's Beaches, wildlife reserve, stores and Restaurants. Still it's only just a few miles to downtown Newburyport with its lively restaurants, shops, theaters and waterfront, and 3 miles to the commuter train station. No Pets, Sorry.  References required. This will be rented as an Unfurnished unit. available February 1, 2019.|22|11/1/2018 9:55:00 AM|-1157103642|Essex|MA|B|5|3|1|0||3|9000|1700|1f;0h|N||Y|I,J|
RN|72418408|C8001394|AC2095|ACT|1800|13|Plum Island Blvd|B|342|PLU|01951||This Year Round Rental is the whole first floor of the house.  There is an all new kitchen being put in currently, open living room, new ceiling with recessed lighting and two Bedrooms  w/ full bath & Washer/ dryer.  Spacious double lot has front and back yards, plenty of space for gardens. Outside shower.  There's off-street parking spots.  Close to all Plum Island's Beaches, wildlife reserve, stores and Restaurants. Still it's only just a few miles to downtown Newburyport with its lively restaurants, shops, theaters and waterfront, and 3 miles to the commuter train station. No Pets , Sorry.  References required. This will be rented as an Unfurnished unit.|9|12/12/2018 2:38:00 PM|-517798027|Essex|MA|D|4|2|1|0||3|9000|768|1f;0h|N||Y|I,J|
RN|72429424|CN212000|AN3989|ACT|3000|2|Northern Boulevard|2|342|PLU|01951||PLUM ISLAND BEACHFRONT!!! Short-term fully furnished winter rental opportunity. Enjoy the epic Plum Island Sunrise each morning at this beautiful state-of-the-art beachfront rental. A rare opportunity with this 2 bedroom/1 bath beachfront home that sleeps 4 people with 1 king and 2 full size beds offering the ultimate Plum Island experience. This rental has all the amenities. Wi-Fi, cable, full kitchen with washer/dryer combo. A beachfront deck with unparalleled views of the Atlantic Ocean spanning from Gloucester to the Isles of Shoals. This is the one! Book now!|10|12/3/2018 9:44:00 PM|0|Essex|MA|D|4|2|1|0|N|4|17500|700|1f;0h|Y|A|Y|J|N
RN|72434066|TM325658|AN2383|ACT|1800|10|Riverfront|1|342|23N|01951||**** Short Term/Furnished Through End of May****  1200 square foot 1st floor 1 bed 1 bath, fully furnished. Located on the Parker River with Direct Access. Washer and Dryer in unit. Deep water dock, 3 paddleboards free to use. Outdoor shower. Screened in porch. Off Street Parking.|8|12/20/2018 9:05:00 AM|0|Essex|MA|D|3|1|1|0|N|2|1000|1000|1f;0h|Y|D|Y|N|
RN|72434067|TM325658|AN2383|ACT|2100|10|Riverfront|2|342|23N|01951||*** Short Term/Furnished Through End of April**** 1200 square foot 2nd floor 2 bed 1 bath fully furnished. Located on the Parker River with Direct Access. Washer and Dryer in unit. Deep water dock, 3 paddleboards free to use. Outdoor shower. Screened in porch.|11|12/20/2018 9:16:00 AM|1916|Essex|MA|D|4|2|1|0|N|2|1000|1000|1f;0h|Y|D|Y|N|
RN|72429422|CN212000|AN3989|PCG|2950|43|16th Tee Street||342|PLU|01951||Beautiful, 3 story, fully furnished contemporary home on The Basin of Plum Island offers short-term winter rental opportunity! Picturesque water views of The Basin from all three levels of this beautiful home and just one block from the pristine beaches of Plum Island. Steps to iconic Mad Martha's Restaurant and all of the best Plum Island has to offer! First floor boasts a huge living room, open dining area, large kitchen equipped with brand new state of the art stainless appliances and plenty of storage. A stylish first floor 1/2 bath with full laundry complete the first floor. The second floor master bedroom is equipped with a brand new, luxury queen size bed, new furnishings and the perfect deck to enjoy the views. The second bedroom consists of 2 twin beds. A newly updated full bathroom with large linen closet complete the space. The spacious loft on the third floor has new laminate flooring, unique furnishings and a comfortable queen bed. Ample parking for 6 cars.|16|1/9/2019 2:22:00 PM|36143095|Essex|MA|A|5|3|1|1|N|6|6000|1700|1f;1h|N||Y|A,P|
RN|72348520|CN202729|K01624|ACT|1900|12|60th||344|PL2|01950||Furnished RENTAL on Plum Island, Newburyport school system;  2BR home recently renovated and updated to MassSave standards with new heat pumps; close to ocean and basin beach access. Tenants responsible for all utilities and snow removal.  No pets, non-smokers only.  References required.|3|6/19/2018 12:22:00 PM|33603603|Essex|MA|A|4|2|1|0||3|4500|1000|1f;0h|N||||
RN|72402163|CN202537|AN4550|ACT|2000|19-23|Pleasant|505|344||01950||Live in the heart of downtown Newburyport.  Location doesn't get any better than this... off street parking and elevator.  All you need to do is bring your items and you are home!  Enjoy the shops and restaurants. Short term rental available - please inquire.|22|11/1/2018 1:45:00 PM|1391515714|Essex|MA|C|5|2|1|0|N|1|0|961|1f;0h|N||N||
RN|72414024|CN225306|AC0727|ACT|900|154|Water|1|344||01950||3 Room office suite. Water Street, near Joppa. Located in small mixed use building (consisting of this office and 3 apartments). Very quiet location. Suitable for various professional uses.     1st Floor  Two Offices with windows  One Waiting area with windows  One Bathroom, private  One Mail/Copy Room  One Large Closet  Separate Private but visible Entrance  Heat and HW included  Electric included  Water/Sewer/Real Estate Tax included  Approximately 400 total square feet  2 Car Parking is available for extra cost of $70/spot/mo    Ready for occupancy November 1, 2018. Monthly $900. Lease term negotiable.|4|10/22/2018 4:28:00 PM|808257764|Essex|MA|D|3|0|0|1||2|0.05|390|0f;1h|||||
RN|72419692|C8001394|AC2095|ACT|2800|99|North Reservation Terr|2|344|PL2|01950||Spend the rest of your Winter on Plum Island with amazing panoramic views of where the Merrimac river meets the Atlantic, and enjoy watching the boats come and go! The main living level is bright and airy open floor plan complete with living, dining and kitchen, 2 spacious bedrooms and full bath. Continue to the 3rd level where you will enter the sunny family room with wet bar, 2 additional bedrooms and another spa like bath. Easy access to the beach, river and basin just steps from your door. Plum Island has many stores and Restaurants, as well as nearby Newburyport with all it has to offer. 5 min. to commuter Rail.  This house has Plenty of parking.  Fully furnished home.  All utilities included.  References required.   March 1st - May 31st.  No Smokers and Absolutely No Pets. No exceptions.   No showings until after Nov. 12th.|22|11/12/2018 3:29:00 PM|0|Essex|MA|C|6|4|2|0||3|4900|1660|2f;0h|Y|A|Y|J|
RN|72423162|C9500173|C95236|ACT|1800|41|Warren St|41|344||01950||You’ll find lots of historic charm in this 2 bedroom townhouse in Newburyport’s North End. This unit has its own entrance which leads into a fully applianced kitchen. Wood floors throughout. Rooms do not allow for oversized furniture. Storage is available in the basement. A private yard and two off-street parking spaces are included. Close to downtown and the waterfront. Easy commute to major routes.|7|11/14/2018 8:12:00 PM|127|Essex|MA|C|5|2|1|1||2|0|1153|1f;1h|N||N||
RN|72430924|C8002917|C95039|ACT|2500|305|High St|305|344||01950||Come see this bright and sunny 2 bedroom 1.5 bath rental half house in the north end section of Newburyport.  Fully applianced kitchen with a half bath attached. Large dining area with a great picture window  and living area, both with hardwood floors.  Two generous bedrooms on the second floor also with hardwood.  Second floor full bathroom and has a washer and dryer.  This rental is close to shopping, parks and other great amenities and is minutes to the highway and commuter bus and train station making for easy commute.  No smoking in or around the premises.  Tenant is responsible for snow removal and landscaping.|22|12/7/2018 1:27:00 PM|4227070|Essex|MA|B|6|2|1|1|N|2|0|1360|1f;1h|N||N||N
RN|72431641|CN229602|BB9575|ACT|1925|27|Dove St|2|344||01950||LOCATION and SPACE! Charming 2 bedroom in Newburyport close to downtown and the Merrimack River. Apartment features Laundry in unit, fenced yard shared with the other unit, 2 tandem driveway parking spaces, 2 decent sized bedrooms, an extra room that could be used as a small 3rd bedroom or office, lovely kitchen, 1 bathroom, newer carpet, and gas heating. Snow plowing and lawn maintenance included. Enjoy easy access to the Natural Grocer, Cashman Park, and all the restaurants, shopping and activities Newburyport has to offer. Commuting is a dream - Right off of Route 1, 5 minutes to the Train station, 45 minutes to Boston. Owner has put close to $100,000 into this building in the last couple of years. Don't miss out on a rare opportunity.|17|12/10/2018 8:18:00 PM|536870926|Essex|MA|B|5|2|1|0|N|2|4933|1100|1f;0h|N||||N
RN|72433449|TM304066|AN4598|ACT|1900|23|Essex|2|344||01950||Updated apartment in historic home on quiet one-way street, located just steps to downtown Newburyport. This first floor, sun-drenched unit features a large bedroom with beautiful hardwood floors and tons of closet space. Enjoy your meals in the bright, glass-enclosed dining area and step outside to your small private patio space. Some additional storage and your own washer and dryer in the basement. Bike storage in the shed outside. Comes with driveway tandem parking and ample street parking with a resident sticker. This location cannot be beat, only 1/2 block to downtown State Street and a very short walk to the waterfront. Available either Feb 1st or March 1st. Tenant is responsible for first months rent, last months rent and one month broker fee. Cats are okay. Sorry no dogs!|10|12/17/2018 4:57:00 PM|99836|Essex|MA|C|4|1|1|0||1|99999999|780|1f;0h|N||U||
RN|72434072|C9500404|AC0805|ACT|2200|1|Market Sq.|2|344||01950||This outstanding 2 bedroom end unit is nicely located in the heart of downtown Newburyport. A delightful Apt. with hardwood, carpet, views and assigned parking. The living area is nicely laid out with the front looking out on Market Square and popular Inn St. with all of its social activities. The back provides views of the Merrimack river and Waterfront Park from your living room and deck. The park, concert stage, and boardwalk are right outside your door. Restaurants, coffee shops & theaters are only steps away. You will just love this place.|28|12/20/2018 9:07:00 AM|0|Essex|MA|D|4|2|1|0||1|0|1100|1f;0h|Y|D,G|Y|F,N|
RN|72434885|BB801695|AN0384|ACT|2650|134|High St|1|344||01950||Does spending the winter/spring in downtown Newburyport sound appealing?  Perhaps you are going through a major home renovation and would rather be elsewhere?    Or are you relocating to the area and need to be settled while you explore your ultimate destination?  This might be the perfect place to hang your hat.   This stunning 2+ bedroom furnished condo is literally 1 block to the waterfront and all of downtown's offerings.  Beautifully appointed, you need do nothing but bring your toothbrush to enjoy the open concept main living space overlooking High St and green space.  The bedrooms are large and each have their own private bath.  There are 2 entrances for privacy if needed and 2 off street parking spaces.  Call today to see if Newburyport is where you would like to call home.|15|12/27/2018 10:28:00 AM|12286|Essex|MA|C|6|2|3|0|Y|2|0|1575|3f;0h|N||||N
RN|72436294|C9500039|BB9575|ACT|1100|11|Charter St|A|344||01950||Live in Newburyport!  Ideal location for this first floor STUDIO apartment available in recently renovated building.  Complete with granite and stainless kitchen open to living room/bedroom with hardwood floor.  Modern bath has walk-in shower and ceramic tile floor. Private locked storage unit and common coin-op laundry in basement.  Window AC unit and outdoor bike rack. SINGLE OCCUPANCY ONLY.  NO PETS OR SMOKERS. ON STREET PARKING ONLY.|5|1/9/2019 7:05:00 PM|673120312|Essex|MA|D|2|0|1|0||0|4492|300|1f;0h|N||||
RN|72422673|C8002917|C95039|PCG|1950|2|Vernon Court|1|344||01950||Welcome to Newburyport and all it has to offer.  This two bedroom rental has been charmingly updated and is ideally located near the Bartlett Mall and Frog Pond, just blocks to downtown with its lively restaurants, shops, theaters and waterfront, and less than a mile to the commuter train station.  This unit has one off street parking.  It has one bedroom and one bath along with a in unit washer and dryer. It comes full applianced.|8|11/11/2018 9:56:00 AM|0|Essex|MA|D|4|2|1|0|N|2|1760|950|1f;0h|N||N||
RN|72437485|C9500130|C95039|PCG|1850|160A|High Street|A|344||01950||Fabulous in town apartment for someone who wishes to park and walk to everything at day’s end or on the weekends.   First floor living, one bedroom with private full bath, living room with fireplace for winter evenings and weekends at home. Nice kitchen, dining area, half bath, private in unit laundry and deck for next summer. Dog's negotiable. $1,950 plus utilities. Available now for Rent.|2|1/5/2019 2:18:00 PM|0|Essex|MA|C|4|1|1|1|Y|0|0|710|1f;1h|N||N||N
RN|72436445|CN205170|AN4550|CTG|2400|6|Allen Street|D|344||01950||This unit is impeccably designed, kitchen has stainless steel appliances, Granite counter tops and Hardwood throughout. This 3rd floor unit is a dramatic space, with tin ceiling as you walk up, corner fireplace, built-in seating nook in kitchen. Washer/dryer in unit. The back deck is amazing and it has a private yard space. 2 off street parking spots and private storage in the basement.Pets with restitutions breed and size.|16|1/3/2019 7:03:00 AM|0|Essex|MA|D|4|2|1|0|N|2|5913|1000|1f;0h|N||N||
RN|72437597|C1308154|C04500|NEW|885|158|Water|2|344||01950||call broker-owner only 978-462-6898|2|1/6/2019 5:56:00 PM|0|Essex|MA|A|3|1|1|0||1|0.2|747|1f;0h|N||Y|N|
RN|72439120|BB953837|AN2888|NEW|4250|5|Park St||344||01950||This 1850 Greek Revival located in the heart of historic downtown Newburyport, one block from the restaurants and shops, situated on a quiet, private lot with a one car garage and parking for 6 cars with a fenced in yard.  Overlooking a sun drenched family room with a cathedral ceiling, the newly renovated kitchen has a large pantry, quartz and granite counter tops, white custom cabinetry, hardwood floors, a large center island, a Wolf 48 inch, 6 burner range with griddle and a 42 inch sub-zero fridge.  There are three ensuite bedrooms with brand new marble bathrooms and central air.|30|1/9/2019 6:35:00 PM|0|Essex|MA|A|9|3|3|1|Y|6|6534|3032|3f;1h|N||N||
RN|72394711|G0002038|G56700|ACT|1595|411|N. End Blvd.||345||01952||WINTER RENTAL AVAILABLE FROM OCTOBER 1 THROUGH MAY 31, 2019. This 2 story single family home directly across from beach access in the north end of Salisbury Beach less than a mile from the Seabrook Beach line. This FURNISHED home offers 3 bedrooms, 2 full baths, full size washer/dryer, gas heat, 4 car parking.  There are 2 porches for you to enjoy both sunrises and sunsets. PET FRIENDLY.  Available October 1 through May 31, 2019|10|9/16/2018 5:47:00 PM|268435455|Essex|MA|A|5|3|2|0||4|0|1550|2f;0h|N||||
RN|72419542|CT001881|AN4232|ACT|1450|84|Main|4|346||01913||Large apartment with two bedrooms, living room, dining room, kitchen and full bathroom available for December 1!  Excellent space on top floor in quiet building in on Main Street in downtown Amesbury. Fresh paint and refinished hardwood floors. Room in the kitchen to add small eat-in table or additional storage/countertops. Lots of natural light with many windows. Close to shops and restaurants of downtown area. Parking included. Steps up to apartment are somewhat steep.    Monthly RENT: $1,500/month.  Tenant pays own utilities (electric and gas).  First, Last and $1,000 security required.   Cats OK.|8|11/3/2018 9:18:00 AM|0|Essex|MA|D|5|2|1|0||1|0.05|750|1f;0h|N||||
RN|72283282|CN201326|G46000|ACT|2500|32|Littlefield Ct|32|352||01832||This End unit town home offers a spacious three story floor plan in the West Meadow complex conveniently located to many major routes. Upon arrival you will be greeted by the foyer adjacent to Garage and bonus room with sliding glass doors. Sun drench living space offers cathedral ceiling with an open floor plan. Both bedrooms offer their own private full bathroom. Master bedroom in addition to the on suite offers cathedral ceiling with palladium window. Swimming pool, tennis court, Landscaping is just a few amenities you will receive while living here.|15|2/19/2018 3:35:00 PM|161785|Essex|MA|B|5|3|2|1||2|0|1940|2f;1h|N||||
RN|72380716|F00196RM|F19601|ACT|1475|21|Wingate|303|352|832|01832||Down Town Haverhill Wingate Condos-2 bedroom 1 bath garden style with heat, hot water and air conditioning included in the rent plus one car off street parking too. Fully applianced galley kitchen. Brick walls, beamed ceilings and laundry facilities on each floor, elevator plus storage. Walk to restaurants, train station and bus station!|7|8/17/2018 3:07:00 PM|0|Essex|MA|C|4|2|1|0|N|1|0|771|1f;0h|N||N||N
RN|72400537|CN204076|C95145|ACT|2300|46|S Cogswell St|0|352|BRD|01835||3 Bedroom Rental conveniently located in a pleasant neighborhood.|8|1/2/2019 10:33:00 AM|255|Essex|MA|B|6|3|2|0||4|0|1500|2f;0h|N||||
RN|72416408|CN217112|BB5326|ACT|1650|76|Chadwick Street|2|352|BRD|01830||Beautiful 2 bedroom. Bradford apartment recently remodeled. Newer SS appliances, newer windows, off street parking for 2 cars, stackable washer and dryer hook-ups in unit. Hardwood floors. Close to rt 495 and rt. 93|9|10/26/2018 4:31:00 PM|2334714|Essex|MA|D|7|2|1|0||2|8000|1300|1f;0h|N||||N
RN|72423168|BB805151|C95065|ACT|1450|80|Wingate|3A|352||01832||Great rental opportunity! Beautiful updated condo with spacious rooms, hardwood flooring & fully applianced kitchen.  This unit is located on the 3rd floor with stairwell or elevator access, storage unit and laundry room in basement, one off street parking spot & just a quick walk to the train station!  Enjoy the convenience to downtown restaurants, shops and riverfront boardwalk.  Tenant responsible for utilities, no pets and no smoking.|12|11/13/2018 10:44:00 AM|1002|Essex|MA|C|4|2|1|0||1|0|775|1f;0h|N||||
RN|72425354|CN226465|C95065|ACT|1500|29-31|S Pine St|2|352|BRD|01835||Spacious 2 bedroom 1 bathroom second floor apartment with newly renovated bath in Bradford! Washer & Dryer hookups available in the basement. 2 off-street parking for this unit. Tenant responsible for gas and electric. Available 12/1. First, Last and $1,000 security required to rent. No smoking (Only full applications considered: Application fee required for each occupant. Subject to credit and background check. Must be able to provide at 2 references, paystubs and recent bank statements.)|12|11/19/2018 9:18:00 AM|0|Essex|MA|D|6|2|1|0|N|2|9999|1150|1f;0h|N||N||N
RN|72426476|CN226743|NB3520|ACT|1150|103|Hunters Run|103|352||01832||Welcome to Hunters Run! This sunny top floor unit has an ELEVATOR in the building and is available NOW. The FULLY APPLIANCED kitchen opens up to the spacious living room with sliders to your PRIVATE BALCONY. In addition, you will find a generously sized master bedroom with an equally large WALK-IN CLOSET. Enjoy the convenience of a WASHER & DRYER as well as CENTRAL AIR in your unit!  The community within Hunters Run offers so many amenities and social activities, including a swimming POOL, TENNIS courts, and CLUBHOUSE just to name a few. This apartment is a commuters dream situated close to Rt. 495, shopping and restaurants and more!|8|1/6/2019 8:06:00 AM|0|Essex|MA|C|3|1|1|0||1|999|688|1f;0h|N||||
RN|72428556|G8000560|F33001|ACT|1400|440|North Ave|210|352||01830||Immediately available. Two large bedroom heat and hot water included in rent.|11|12/31/2018 10:10:00 AM|36858|Essex|MA|C|5|2|1|0|N|2|0|884|1f;0h|N||N||
RN|72429027|CN202482|AN4852|ACT|1900|246|Farrwood|246|352|BRD|01835||Looks like an elegant Boston residence, feels like a house. Described as the nicest condo in Farrwood, with extensive custom woodwork and details throughout. Living room has floor-to-ceiling, wall-to-wall bookcases. Kitchen: stainless steel appliances (dishwasher, range & quiet disposal), and stunning slab granite countertop/backsplash. Adobe tile floor adds warmth. One bedroom has walk-in, cedar-lined closet while other has double closets. Finished basement has ceramic tile floor, gas fireplace with marble surround and elaborate oak mantelpiece, and built-in bookshelves. Has been used as third bedroom. One deeded parking spot and unassigned spaces available for guest parking. Peaceful wooded setting with deer, wild turkeys, rabbits and cool breezes from the surrounding woodland. Sorry, no smoking or pets.|10|12/2/2018 10:18:00 PM|3070|Essex|MA|C|5|2|2|0|N|1|1600|1600|2f;0h|N||N||N
RN|72429742|CN223997|C95098|ACT|1500|4|10th Ave|floor 2|352||01830||Great 2 bdr apartment available for immediate occupancy! Gas heat and hot water included in rent! (Electric heat in living room.) GAS W/D hook up in basement for tenants use.  2 spacious bedrooms, good size kitchen off cozy living room, plus bonus room for office or storage. Owner occupied building, dog on premises, on street parking w/ option to park 1 car in driveway during  snow ban.  No cats- dogs negotiable upon meeting landlord/landlord's dog -must be able to provide vaccine and dog license records. Tenant At Will - good credit/income/2 references a must. Only full applications considered-subject to credit and background check.|15|12/4/2018 6:43:00 PM|1073217525|Essex|MA|D|5|2|1|0||0|0.09|830|1f;0h|N||||
RN|72430958|G8000429|AN4648|ACT|1600|42|Greenville|1|352|830|01830||Now new to the market and available as a rental! The apartment is in pristine move-in condition with occupancy in time to enjoy the upcoming holiday. There is a washer/dryer hook up on the main floor so no need to venture into the basement. An easy and comfortable floor plan that offers two bedrooms all on one level of living.|25|12/7/2018 2:14:00 PM|9214|Essex|MA|D|5|2|1|0|N|1|4416|750|1f;0h|N||N||N
RN|72430966|G8000429|AN4648|ACT|2000|42|Greenville|2|352||01830||New to the market as a rental! This apartment is a  2 level Townhouse, a move-in condition in time to enjoy the upcoming holidays.  The floor plan is unique and offers many ways to accommodate 3-4 bedrooms, there is a hook up for a washer and dryer right off the kitchen area, single parking space in the driveway. Must see to appreciate!|30|12/7/2018 2:16:00 PM|9217|Essex|MA|D|6|4|1|0|N|1|4416|1200|1f;0h|N||N||N
RN|72431260|F00196RM|F19601|ACT|1200|132|West Meadow Road|3|352|832|01832||West Meadow Hill Condos-First floor one bedroom garden style condo.  Available now, Fully applianced galley kitchen, stackable washer and dryer in unit. Tenant responsible for heat, hot water, electricity, cable and phone.  Pets negotiable and no smoking on premises.  Tenant insurance a must, good credit, references, proof of income, or funds and picture id.|6|12/10/2018 10:19:00 AM|4|Essex|MA|C|3|1|1|0|N|2|0|740|1f;0h|N||N||N
RN|72433675|CN226370|AC0756|ACT|1500|101|High Street|1|352||01832||This Cozy 3 Bed, 1 Full Bath apartment may just be the home you are looking for. In this First Floor Unit, you will find a Decently Sized Eat-in Kitchen, with an Extra Nook Area that offers more Counter and Cabinet Space. Right off of the Kitchen is a Large Living Room that features a Beautiful Accent Wall. This unit also has access to a Yard that can be used for Gardening, Hosting Barbecues, and even placing a Nice Patio set for the Summer. Each unit has its own Separate Electric Meter and Heating System. It is also Conveniently located near the Downtown Area, where you'll have access to all Downtown Amenities including, Restaurants, Cafes, Retail Stores, Banks, Salons, Convenience Stores, Pharmacies, Grocery Stores, Public Transportation, a Park, Medical Facilities, and so much more, all just in Walking Distance! What's more–UMass Lowell has recently opened a Satellite Campus in the Downtown Area! This apartment will not last! Call now to make this your new home before it's gone!|6|12/18/2018 3:26:00 PM|131252|Essex|MA|D|5|3|1|0||1|0|0|1f;0h|N||N||
