id,name,contact,website,phone1,phone2,fax1,email,address1,address2,city,state,zip,source,broker_notes,update_date,listingAgentId
6742770,"""J.T. Kelly""",,http://www.kelly.properties,617-777-0248,,,JT@Kelly.Properties,"""PO Box 531""",,"""Brookline""",MA,02446,"YGL Network","""All units are 50/50 co-brokes, first month's rent, last month's rent, security deposit and brokerage fee due prior to move in, unless otherwise noted in unit notes.  Tenants responsible for entire fee to be split by Keller Williams/JT Kelly and renting agency.    We will do all paperwork, background checks, and credit checks.  $50 per tenant application fee charged to cover the cost of this, to be made payable to 'Greater Boston Property Management'.    To take a unit off the market as pending, we require the following: -First Month's rent -$50/Person application fees -Our Applications (see landlord docs, Docusigned/Dotloop preferred - NO BLANKS - incomplete applications will not be accepted) -Copies of IDs -Cosigner Forms (see landlord docs - MUST BE DOCUSIGNED OR DOTLOOPED - NOT SCANNED/EMAILED BACK) -W9 From one of Tenants""",04/10/2019,
6742771,"""DONALDSON VILME""",,,6176378986,,,Donhina@thumbprintrealty.com,"""472A Washington Street""",,"""Dorchester""",MA,02124,"YGL Network",,04/11/2019,
6742772,"""Rent Source LLC""",,http://RentSourceLLC.com,6175447368,508-982-5451,,all@rentsourcellc.com,"""26B White Street""",,"""Cambridge""",MA,02140,"YGL Network",,04/10/2019,
6742774,"""Edge Realty Advisors""",,http://www.edgerealtyboston.com,"(617) 477-0601",,,matt@edgerealtyboston.com,"""44 Brooks Street""",,"""Brighton""",MA,02135,"YGL Network",,04/10/2019,
6742775,"""Atlantic Real Estate""",,,774-402-0081,,,bfoley@atlanticreboston.com,"""581 Boylston Street #405""",,"""Boston""",MA,02116,"YGL Network","""Email Brandon@AtlanticReBoston.com to show""",04/10/2019,
6742776,"""Gogoboston Realty""",,http://gogoboston.com,6179875611,6179875611,6179875611,cindy@gogoboston.com,"""177 Huntington Avenue 17th Floor""",,"""BOSTON""",MA,02115,"YGL Network",,04/10/2019,
6742777,"""Last2 Development""",,,617-996-2288,,,admin@last2dev.com,"""529 Main Street Suite P200""",,"""Boston""",MA,02129,"YGL Network",,04/10/2019,
6742779,"""Pinobal Real Estate""",,,6175310696,,,info@pinobalrealestate.com,"""745 Boylston St""",,"""Boston""",MA,02116,"YGL Network",,04/12/2019,
6742780,"""Neumeister Realty, LLC""",,,6177559931,,,brett@neumeisterrealty.com,"""35 Beechcroft Street""","""#2""","""Boston""",MA,02135,"YGL Network",,04/10/2019,
6742781,"""Uhouzz USA Inc""",,,6179019607,,,info-boston@uhouzz.com,"""1110 Commonwealth Ave.""",,"""Boston""",MA,02215,"YGL Network",,04/10/2019,
6742782,"""D&R Realty""",,http://DRrealtyMA.com,5085234053,,,daniellerealty1@gmail.com,"""47 Third St""",,"""Cambridge""",MA,02141,"YGL Network",,04/11/2019,
6742783,"""Local Property Shop, LLC""",,,7818123803,,,adam@localpropshop.com,"""1904 Washington Street""",,"""Boston""",MA,02118,"YGL Network",,04/10/2019,
6742784,"""Vicky Xiao""",,,6174806362,,,vicky.xiao.neu@gmail.com,"""135 FRANKLIN ST #3""",,"""MALDEN""",MA,02148,"YGL Network",,04/12/2019,
6742785,"""Greater Boston Management""",,,617-502-2137,617-502-2119,,ruggieroc@gbcompanies.com,"""100 Hallet St""",,"""Dorchester""",MA,02124,"YGL Network",,04/10/2019,
6742786,"""Attire Real Estate""",,www.attirere.com,617-834-2526,,501-325-4928,alan@attirere.com,"""6 Squire Way""",,"""Plymouth""",MA,02360,"YGL Network",,01/29/2019,
6742787,"""Proper State Management""",,,6178775736,,,Josh@ProperStateManagement.Com,"""36 Cummings Rd""",,"""Brighton""",MA,02135,"YGL Network",,04/10/2019,
6742788,"""Viceroy Realty Group""",,,6177041298,,,reggierentsboston@gmail.com,"""84 Wheatland Avenue 32""",,"""Boston""",MA,02124,"YGL Network",,04/12/2019,
6742790,"""Concept Properties""",,,"(617) 961-2772",,,toby@ConceptPropertiesRE.com,"""661 Tremont Street""",,"""Boston""",MA,02118,"YGL Network",,04/10/2019,
6742791,"""Kingston Real Estate & Management""",,,6176515251,,,adam@kingstonrem.com,"""1423 Beacon Street""",,"""Brookline""",MA,02445,"YGL Network",,04/10/2019,
6742792,"""Upright Realty Group LLC""",,,6175056868,6173066929,,richard@uprightrealtygroup.com,"""1128 Commonwealth Ave, B""",,"""Allston""",MA,02134,"YGL Network",,04/10/2019,
6742793,"""Urban Circle Realty""",,,6179030371,,,SHEREAN@URBANCIRCLEREALTY.COM,"""PO BOX 185""",,"""Allston""",MA,02134,"YGL Network",,04/10/2019,
6742794,"""Liat Avksis""",,,6179472286,,,liatlippner@gmail.com,"""24 Gay Street""",,"""Newtonville""",MA,02460,"YGL Network",,04/10/2019,
6742795,"""Places For Less LLC""",,,617-721-7081,,,Ryan@placesforless.com,"""625 Massachusetts Ave 2nd Fl""",,"""Boston""",MA,02139,"YGL Network",,03/11/2019,
6742796,"""Ivy Realty group""",,http://ivyrg.com,617-505-8321,,,Allan@ivyrg.com,"""PO BOX 762""",,"""Medford""",MA,02155,"YGL Network","""Email Allan@ivyrg.com to show""",04/10/2019,
6742798,"""D2 Development, LLC""",,https://www.d2devco.com/,774.777.1006,617.855.9338,,kuno@d2devco.com,"""407 Dudley Street""",,"""Boston""",MA,02119,"YGL Network","""Please DON'T post any advertisements of our listings without disclosing our brokerage name and contact information (as required per MLS rules). You will lose access to our listings otherwise. Thank you!""",04/12/2019,
6742801,"""Elzon Realty Group""",,,6175018505,,,ElzonRealtyGroup@gmail.com,"""62 Dawson Dr.""",,"""Needham""",MA,02492,"YGL Network",,04/10/2019,
6742802,"""Earle Coppola Real Estate""",,,16179228814,,,robert@earlecoppola.com,"""731 Washington Street Suite B""",,"""Newton""",MA,02458,"YGL Network",,03/09/2019,
6742803,"""Team ID Realty""",,,617-559-0020,,,contact@teamidrealty.com,"""175R North St""",,"""Newton""",MA,02460,"YGL Network",,03/11/2019,
6742804,"""Boston Property Group""",,,6176909889,,,BostonPropertyGroupLLC@gmail.com,"""1518 Tremont St""",,"""Boston""",MA,02120,"YGL Network","""20% referral fee to Boston Property Group""",04/10/2019,
6742806,"""William Raveis Real Estate""",,,6177676362,,,melanie.collard@gmail.com,"""12 Stoneholm St""","""623""","""Boston""",MA,02115,"YGL Network",,01/16/2019,
6742824,"""Jp associates""",,,"617 522 5050",,,Mtndg@aol.com,"""4 Adelaide  ter""",,"""Boston""",MA,02130,"YGL Network",,09/12/2018,
6743205,"""Foundation Real Estate Services""",,www.foundation-realestate.com,"(617) 359-0359","617 395 1395",,shaun.ulloa@gmail.com,"""175 Market Street""","""Suite 2""","""Brighton""",MA,02135,"YGL Network","""All units are co-brokes unless otherwise noted.   **Do not advertise but showing requests welcome**""",03/11/2019,
6744227,"""First Boston Realty International""",,,617-482-3333,,,listings@firstbostonrealty.com,"""165 Tremont Street""",,"""Boston""",MA,02111,"YGL Network",,09/14/2018,
6744538,"""Ridgecrest Village Chestnut Hill Realty""",,http://www.chr-apartments.com/ridgecrest-village-apartments/floor-plans,6174693505,,,rdgterrace@chestnuthillrealty.com,"""5120 Washington Street""",,"""West Roxbury""",MA,02132,"YGL Network",,04/12/2019,
6744740,"""Bridges Brokers""",,,"978 918 0826",,,rentalmaster1725@gmail.com,"""1725 Revere Beach Parkway""",,"""Everett""",MA,02149,"YGL Network",,09/16/2018,
6744765,"""Doubleclick Properties""",,,6174077702,,703.935.0538,christina@doubleclickproperties.com,"""90 Canal Street""","""Suite #402""","""Boston""",MA,02114,"YGL Network","""Accompanied Showings, Appointment Required.Please know your clients (who will be occupying the unit, income, credit, etc.) before requesting a showing appointment. Please send all requests for showings or questions to Call/Text Christina 617.407.7702""",04/12/2019,
6744866,"""Gibson Sotheby's International Real Estate""",,,4132059305,,,gretchen.devine@gibsonsir.com,"""181 Erie Street, Apt. #1""",,"""Cambridge""",MA,02139,"YGL Network",,09/18/2018,
6745337,"""JW Real Estate Services""",,,5086151207,,,jessica@jwreservices.com,"""359 Newbury St, 5th Floor""",,"""Boston""",MA,02115,"YGL Network",,01/09/2019,
6745657,"""House & Garden Real Estate""",,,617-230-3674,,,markmyrealtor@yahoo.com,,,"""Somerville""",MA,02143,"YGL Network",,09/19/2018,
6746054,"""East Coast Realty""",,,617-739-2211,,,jconroy@eastcoastrealty.com,"""1212 Commonwealth Ave #2""",,"""Allston""",MA,02134,"YGL Network",,04/12/2019,
6746169,"""JMI Investment Properties, LLC""",,,6178885588,,,jmiinvestmentproperties@gmail.com,"""127 Linda Road""",,"""Braintree""",MA,02184,"YGL Network",,12/28/2018,
6746381,"""Washington Square Properties LLC""",,,6178959140,,,jkepnes@gmail.com,"""1731 Beacon St. #704""",,"""Brookline""",MA,02445,"YGL Network",,04/12/2019,
6746898,"""Arnold Silva""",,,6176665555,,,bostonaaa@yahoo.com,"""118 Bellevue Ave""",,"""Melrose""",MA,02176,"YGL Network",,01/30/2019,
6747160,"""Shad Bishay""",,,7817183486,,,arnoobbb@yahoo.com,,,"""Foxboro""",MA,02035,"YGL Network","""easy to show""",04/12/2019,
6747471,"""Rishi Bawa""",,,6173311931,,,rishi.bawa@gmail.com,"""52 newton st""",,"""Brighton""",MA,02135,"YGL Network",,04/12/2019,
6747739,"""Andrea Howard""",,,6178033852,,,ahoward@westendhouse.org,"""48 Presentation road""",,"""Brighton""",MA,02135,"YGL Network",,09/29/2018,
6747940,"""Brighton Realty""",,,"(617) 782-7070",,,BrightonRE@gmail.com,"""48 Brighton Ave., Suite 2""",,"""Allston""",MA,02134,"YGL Network","""PLEASE USE RC MASTER KEY  -PLEASE MAKE SURE YOU GET TENANTS EMAIL AND CELL PHONE NUMBER ON RENTAL APPLICATIONS. CALL FOR LEASE INFO. PLEASE MAKE CHECKS PAYABLE TO JOE CILIBERTI  All rentals require  - CORRECT LANDLORD INFORMATION - Applications for each tenant - First/Last/Security - Security needed for undergraduate student apartments only  - Cosigner forms for students (I-20's and PASSPORTS if international students) - Credit reports (if there are cosigners then credit reports on them instead) - signed lease with our addendum (email me for addendum and to ask what landlord to make lease out to)  CALL TENANTS BEFORE SHOWING UNITS""",04/10/2019,
6747950,"""Alpha Management Corporation""",,,617-789-4445,617-789-5886,617-789-4447,info@alphamanagementcorp.com,"""1283 Commonwealth Ave, Suite 1""",,"""Allston""",MA,02134,"YGL Network",,04/10/2019,
6747962,"""Bay Realty""",,,8603197479,8603197479,"617 536 3299",bayrealtypropertymanager@gmail.com,"""879 Beacon Street""",,"""Boston""",MA,02215,"YGL Network","""DO NOT TEXT BARRY! PLEASE TEXT HIS ASSISTANT TAYLOR ONLY (860) 319-7479. Purchase a set of keys from 7As Locksmith in Allston. DO NOT ASK US TO BORROW KEYS""",04/10/2019,
6747975,"""Heath Properties""",,,"(617) 266-1168","(978) 265-3590 - Josh Cell","(617) 303-0296",josh@heathproperties.com,"""74 Clarendon Street, Suite A""",,"""Boston""",MA,02116,"YGL Network","""Landlord is not contributing towards rental fees unless indicated.  Landlord is paying half-fees for most Dorchester rentals.  Full Fee Paid for all units at 125 Trapelo Road - only 1st Month and Security due prior to lease signing for units at 125 Trapelo Road.  Follow us on Twitter at: @HeathProperties for breaking news and updates.  Like our page on Facebook at: facebook.com/heathproperties.  Review us on Yelp.com!   Call me or Keith directly any time if you have questions, suggestions or comments - we are always available for you!   Josh Freeman - 978.265.3590 | Keith Beardsley - 617.774.9427  Please Call For Fee Structure If You Have Questions!  All LEASES MUST BE SIGNED 1 WEEK FROM DATE OF APPLICATION.   Most deals require the pre-payment of 1st Month's Rent, Last Month's Rent, Security Deposit, $100 Key Installation Fee.  Fully completed application(s), cosigner forms, credit report(s)and check for one month's rent needed to take unit off Mkt.  Please make sure to use the correct Heath Properties cosigner form when submitting applications - there are several different forms so please call to confirm which form to use.  Cosigner forms can be printed from our website at www.heathproperties.com.  Please call the office to determine which form to use.  Please make certain our residents are notified prior to showings.  After hours call Josh on cell at 978.265.3590 with questions!  Extra fee for additional roommates. Normally $200/month per extra person.  Feel free to photograph any vacant units.  Please contact tenants directly before photographing occupied units.  Section 8 Deals: We require Security Deposit equal to 1 month's rent and Tenant's portion of 1st Month's Rent prior to move-in.   *** We do not rent sight unseen - all applicants must view the units in person or we will not consider their applications ***""",04/10/2019,
6747983,"""Barclay on Beacon""",,,"(617) 277-9481",,"(617) 232-9071",leasing@barclayonbeacon.com,"""1530 Beacon St.""",,"""Brookline""",MA,02446,"YGL Network","""Please provide 24 hour notice, thank you! 617 277-9481""",04/10/2019,
6747991,"""City Realty Group""",,,617-751-5109,617-751-5119,6177515123,rentals@cityrealtyboston.com,"""320 WASHINGTON ST,""","""Suite # 3FF""","""Brookline""",MA,02445,"YGL Network",,04/10/2019,
6747999,"""Beantown Companies""",,,"(617) 782-7800",,"(617) 787-4431",thebeantownco@gmail.com,"""138 Harvard Ave.""",,"""Allston""",MA,02134,"YGL Network",,04/10/2019,
6748008,"""Maeve Levi""",,,"(617) 528 9820",6172441123,,dwweisbergllc@gmail.com,"""69 Union St""","""Suite 2""","""Newton""",MA,02459,"YGL Network","""email / call / text Maeve for showings, 617 528 9820 / maevelevi@gmail.com""",04/10/2019,
6748016,"""The Albert Corporation""",,http://www.albertcorp.com,"(617) 277-3355 x119",,"(617) 277-5079",dan@albertcorp.com,"""10 Harvard Sq""","""Suite 2""","""Brookline""",MA,02445,"YGL Network","""*All keys are located at the Albert Corporation office for pick up prior to showing, unless other arrangements have been made with the current tenants.**  Keys may only be taken out for a 3 hour time frame. Weekend showings: keys can be picked up between 3 and 5pm on Fridays and must be returned by 10am Monday.  Applications must be accompanied with a credit report and first month's rent deposit. First, Last and Security required on all deals unless noted otherwise. Please do not fax/email/drop off the documents if you do not have the complete package.  Any I-20 Student must have a local cosigner (MA preferable/minimum requirement US).""",04/10/2019,
6748026,"""Boston Investments LLC""",,http://bostoninvestments.com,8606174617,6172120550,,tony@bostoninvestments.com,"""P.O. Box 381155""",,"""Cambridge""",MA,02238,"YGL Network","""Move in cost for all units is first, last and one month's security deposit.  Deposits negotiable based on credit.""",04/10/2019,
6748041,"""Jenny""",,,"(617) 319 0541",,"(617) 776-5690",Jansulu@yahoo.com,,,"""Somerville""",MA,02144,"YGL Network","""For questions on 32 Sidlaw/103 Marion st/ 9 Arlington st & 94 Heath st, TEXT Jenny at 617-319-0541.   FOR ALL OTHER PROPERTIES, CONTACT The landlord  / Dave ( call or text at  617 212 5429 or email  to dave.lewis@comcast.net) or Marisa ( the leasing manage at the office 9-5/M-F at 617 666 6084 or by email at marisa@avidmgt.com).  PLEASE EMAIL both Dave and Marisa signed applications (your office version is fine) along with Verification of employment & income ( such as W2's, 1099's, pay stubs, or new Hire letter) and credit reports. If they are from out of the country, copy of passport, Immigration I20 forms, and/or a copy of letter of invitation from the company or school they'll be attending. For Students, please provide  college ID or acceptance letter. NOTE***Even if they have a cosigner, we require credit reports on all students as well as their cosigner(s). Electronically signed leases are preferred.  Once we have approved the applicants, please FOLLOW THE INSTRUCTIONS BELOW FOR EXECUTING THE LEASE DOCUMENTS :   Under Documents on this website you can see the LIST OF DOCUMENTS TO PREPARE FOR AVID LEASES (which will help you identify which documents to include in your lease package) and the LEASE SUMMARY FORM ( which is the checklist you'll fill out and submit with the lease packet). There's also a sample first page ( for all properties we manage)  of the GBREB SELF-EXTENDING lease that we use. NOTE**** WE NOW ARE REQUIRING RENEWAL NOTICE BY MARCH 1st on ALL LEASE  RENEWALS THAT LAPSE ON SEPTEMBER 1st. ( pay attention to this when  you are drafting the lease since we have not yet updated all the sample first pages of our self-extending leases on the documents section to reflect the March 1st notice date and some still have later dates like June, etc)   Please email a draft of the lease to both Marisa and Dave for review prior to having the tenants sign so we can suggest any needed edits before signing.   Once the lease is signed by all parties, please email us a digital copy of all the application packets. While the email can contain multiple attachments, we ask that you send just one email with all the tenants application documents.  We understand that the Digitally signed lease documents are typically automatically  emailed  separately to all signing parties once completely executed.  Next, a hard copy of all signed lease documents must be delivered to our offices in Davis square  at 402A Highland Ave, Somerville 02140. Our office is straight ahead at the top of the stairs  on the mezzanine level in the main lobby.  The HARD COPY LEASE PACKET should include:      1) A separate packet for  each co-tenant with their application, credit report, employment verification, original notarized guarantor form & guarantor's credit report ( if applicable), all stapled separately from the lease documents.     2) the lease documents signed by all co tenants.      3) checks for Last Months Rent and one months Security Deposit made out to Avid Management Escrow account ( it can be a combined check but should say what it is in the memo of the check). First months rent should either be paid directly through the tenants BUILDIUM web portal ( which we will send instructions to the tenants directly as to how to set up and use once they are approved)  or in a check made out to the apartment's address ( ex-  10 Broadway apt #1)  and included in the lease packet.      4) Finally, we'll also need an INTRODUCTORY EMAIL sent to both Marisa and Dave  from the agent with all prospective tenants cc'd and the address of the unit being rented in the subject line so we can easily contact them going forward.""",04/10/2019,
